    employee_id,    first_name,    employment_status,EmployeeStatus,    level,CurrentSalary,    work_location,DepartmentBU,ManagerName,    skills,    AllocationStartDate,    AllocationEndDate,Utilization,EmployeeStatus.1,PrevPerformance1To5,CurPerformance1To6,CSR1To5,EmployeeID
Emp1681,SHAHOPADUPTa,Permanent,Active,Level7,127477.0,Bangalore,Public Sector,Sant Singh,Finance Auditing,14-08-2023,17-10-2023,1.0,Full Allocation,5.0,4.0,5.0,
Emp1952,Sridhar,Permanent,Active,Level7,182496.0,Bangalore,Public Sector,Jagdeesh Jindal,Finance Auditing,14-06-2023,23-12-2023,1.0,Full Allocation,3.0,5.0,4.0,
Emp2199,Palbulg,Contract,Active,Level7,297044.0,Bangalore,Media,Anji Reddy,Finance Auditing,17-12-2023,04-02-2023,0.75,Partial Allocation,3.0,1.0,5.0,
Emp2443,Girijavallabhan,Permanent,InActive,Level7,151181.0,Bangalore,Finance,Bheema Samanth,Accounts Processing,07-12-2023,05-01-2023,0.5,Split Allocation,5.0,5.0,5.0,
Emp2452,Griosha,Permanent,Active,Level7,259547.0,Bangalore,Finance,ShaktiBheem,Strategic Planner,09-12-2023,13-10-2023,0.75,Partial Allocation,1.0,3.0,1.0,
Emp2454,Gurbinder,Permanent,Active,Level7,310647.0,Bangalore,Finance,ShaktiBheem,Strategic Planner,04-01-2023,19-11-2023,0.75,Partial Allocation,2.0,2.0,5.0,
Emp2458,Jaya Divyala,Permanent,Active,Level7,251608.0,Bangalore,Finance,ShaktiBheem,Treasurer,12-11-2023,15-08-2023,0.5,Split Allocation,1.0,4.0,5.0,
Emp2465,Jhilam,Permanent,Active,Level7,202990.0,Bangalore,Finance,Bheema Samanth,Benefits Manager,23-03-2023,18-01-2023,1.0,Full Allocation,4.0,1.0,5.0,
Emp2466,Jignesh,Contract,InActive,Level7,302069.0,Bangalore,Finance,UdayaBhanu,Treasurer,20-12-2023,29-05-2023,0.25,Partial Allocation,3.0,2.0,3.0,
Emp2472,Kalyankumar,Contract,Active,Level7,300732.0,Bangalore,Finance,Bheema Samanth,Finance Controller,01-01-2023,09-01-2023,0.25,Partial Allocation,5.0,5.0,5.0,
Emp405,Kunal,Contract,Active,Level7,167750.0,Bangalore,Transportation,Brismit,Finance Auditing;AzureDevOps,03-02-2023,12-06-2023,0.5,Split Allocation,2.0,2.0,5.0,
Emp831,Gautam,Permanent,Active,Level7,246936.0,Bangalore,Public Sector,Sant Singh,Finance Auditing,01-11-2023,25-02-2023,0.0,No Allocation,1.0,1.0,1.0,
Emp962,YD,Contract,Active,Level7,259274.0,Bangalore,Manufacturing,Aditya Godrej,Java;Finance Auditing,12-11-2023,13-06-2023,0.25,Partial Allocation,5.0,2.0,3.0,
