    employee_id,    first_name,    employment_status,EmployeeStatus,    level,CurrentSalary,    work_location,DepartmentBU,ManagerName,    skills,    AllocationStartDate,    AllocationEndDate,Utilization,EmployeeStatus.1,PrevPerformance1To5,CurPerformance1To6,CSR1To5,EmployeeID
Emp1325,VAZQUEZ,Permanent,Active,Level8,130209.0,Bangalore,Energy,Romesh Bhanu,Recruitment;C,04-12-2023,03-06-2023,0.5,Split Allocation,5.0,2.0,5.0,
Emp1701,Sahugyu,Permanent,InActive,Level8,121565.0,Bangalore,Energy,Rajiv Raheja,Apache Spark;Deep Learning,31-07-2023,06-04-2023,1.0,Full Allocation,4.0,2.0,5.0,
Emp1706,Somasundaram,Permanent,InActive,Level8,113704.0,Bangalore,Energy,Rinku Shetty,SAP HANA;Embedded C++,18-06-2023,05-09-2023,0.25,Partial Allocation,5.0,2.0,5.0,
Emp2029,Ali,Contract,InActive,Level8,136768.0,Bangalore,Energy,Rinku Shetty,SAP HANA;MobileAppTester,20-09-2023,24-10-2023,1.0,Full Allocation,4.0,1.0,1.0,
Emp2118,Raju,Contract,InActive,Level8,145159.0,Bangalore,Energy,Rajiv Raheja,Oracle Forms,27-09-2023,03-02-2023,0.5,Split Allocation,4.0,5.0,5.0,
Emp2202,Sumit,Permanent,InActive,Level8,141166.0,Bangalore,Energy,Rinku Shetty,Apache Ant,20-03-2023,21-12-2023,0.0,No Allocation,1.0,2.0,2.0,
Emp2475,Jyotsna,Permanent,InActive,Level8,128492.0,Bangalore,Energy,Rajiv Raheja,Matlabs,11-11-2023,16-10-2023,0.75,Partial Allocation,5.0,1.0,4.0,
Emp454,Mark,Permanent,Active,Level8,136545.0,Bangalore,Energy,Romesh Bhanu,CSS,24-06-2023,09-03-2023,0.5,Split Allocation,3.0,5.0,5.0,
Emp674,Jacob,Permanent,Active,Level8,164614.0,Bangalore,Energy,Rajiv Raheja,IOTDeveloper,10-01-2023,20-11-2023,0.0,No Allocation,4.0,5.0,4.0,
Emp701,RAMANI,Permanent,InActive,Level8,115131.0,Bangalore,Energy,Rinku Shetty,Uipath,11-02-2023,06-09-2023,0.5,Split Allocation,2.0,2.0,4.0,
Emp958,WALWORTH,Permanent,InActive,Level8,151373.0,Bangalore,Energy,Rajiv Raheja,DBA - Nosql,19-05-2023,19-05-2023,0.0,No Allocation,5.0,5.0,3.0,
