    employee_id,    first_name,    employment_status,EmployeeStatus,    level,CurrentSalary,    work_location,DepartmentBU,ManagerName,    skills,    AllocationStartDate,    AllocationEndDate,Utilization,EmployeeStatus.1,PrevPerformance1To5,CurPerformance1To6,CSR1To5,EmployeeID
Emp1409,Nitish,Permanent,Active,Level8,130635.0,Bangalore,Communications,Indra Harish,Matlabs;Finance Auditing,17-05-2023,11-01-2023,0.25,Partial Allocation,5.0,5.0,1.0,
Emp1423,Sivaramkrishna,Permanent,InActive,Level8,127404.0,Bangalore,Communications,Ghanshyam,Tableau,17-09-2023,05-07-2023,0.5,Split Allocation,4.0,5.0,4.0,
Emp1655,Shafiulla,Permanent,Active,Level8,122387.0,Bangalore,Communications,Indra Harish,Office Administration;JS,13-04-2023,12-03-2023,0.25,Partial Allocation,2.0,1.0,4.0,
Emp1773,Kiran,Permanent,Active,Level8,121488.0,Bangalore,Communications,Indra Harish,SAP Netweaver,08-05-2023,18-04-2023,0.75,Partial Allocation,1.0,3.0,1.0,
Emp1878,Parihar,Permanent,Active,Level8,141295.0,Bangalore,Communications,Ghanshyam,AWSDevOps,10-04-2023,13-06-2023,0.25,Partial Allocation,1.0,3.0,1.0,
Emp2009,Chandrasekaran,Permanent,Active,Level8,132445.0,Bangalore,Communications,Gurbaksh,AzureDevOps,19-06-2023,31-12-2023,1.0,Full Allocation,5.0,5.0,5.0,
Emp2067,Salunkhe,Permanent,Active,Level8,118523.0,Bangalore,Communications,Indra Harish,Linux,06-11-2023,19-11-2023,0.0,No Allocation,5.0,2.0,5.0,
Emp638,Lingadahalli,Contract,Active,Level8,134204.0,Bangalore,Communications,Indra Harish,Quality Control,10-12-2023,12-12-2023,1.0,Full Allocation,4.0,5.0,4.0,
Emp822,Bhargava,Permanent,Active,Level8,173939.0,Bangalore,Communications,Ghanshyam,Uipath,11-12-2023,27-10-2023,1.0,Full Allocation,4.0,5.0,3.0,
Emp975,MYALYA,Permanent,Active,Level8,164422.0,Bangalore,Communications,Gurbaksh,Hardware Testing;IOTDeveloper,28-04-2023,13-11-2023,0.75,Partial Allocation,1.0,3.0,2.0,
Emp988,Niharika,Permanent,Active,Level8,139280.0,Bangalore,Communications,Gurbaksh,Tableau,01-04-2023,25-11-2023,0.5,Split Allocation,1.0,1.0,3.0,
