    employee_id,    first_name,    employment_status,EmployeeStatus,    level,CurrentSalary,    work_location,DepartmentBU,ManagerName,    skills,    AllocationStartDate,    AllocationEndDate,Utilization,EmployeeStatus.1,PrevPerformance1To5,CurPerformance1To6,CSR1To5,EmployeeID
Emp1002,Maria,Permanent,InActive,Level8,159316.0,Bangalore,Infotainment,Manibhai Naik,Business Integration Platform;AWSDevelopment,14-05-2023,23-02-2023,0.75,Partial Allocation,4.0,4.0,5.0,
Emp1052,Sumitra,Permanent,InActive,Level8,153689.0,Bangalore,Infotainment,Arjun Malhotra,Recruitment;AndroidAppTester,25-01-2023,04-01-2023,0.25,Partial Allocation,2.0,2.0,3.0,
Emp1534,Rumalad,Contract,Active,Level8,170154.0,Bangalore,Infotainment,Arjun Malhotra,React JS,10-11-2023,01-02-2023,0.0,No Allocation,1.0,4.0,3.0,
Emp1967,Kariyappa,Permanent,Active,Level8,168076.0,Bangalore,Infotainment,Arjun Malhotra,TestComplete;C++,20-05-2023,13-10-2023,1.0,Full Allocation,5.0,4.0,2.0,
Emp1973,Maharana,Permanent,InActive,Level8,137222.0,Bangalore,Infotainment,Palki Oberoi,AWSDevelopment,29-12-2023,17-07-2023,0.25,Partial Allocation,5.0,4.0,3.0,
Emp2050,Jayaram,Permanent,InActive,Level8,117429.0,Bangalore,Infotainment,Arjun Malhotra,MobileApp,23-11-2023,21-11-2023,1.0,Full Allocation,5.0,5.0,1.0,
Emp2061,Prapullachandra,Contract,Active,Level8,157448.0,Bangalore,Infotainment,Palki Oberoi,Software Architecture,31-12-2023,08-05-2023,0.75,Partial Allocation,3.0,4.0,5.0,
Emp232,Vaishnavi,Contract,InActive,Level8,133386.0,Bangalore,Infotainment,Arjun Malhotra,NLP;ApplicationTester,09-10-2023,27-07-2023,0.0,No Allocation,4.0,5.0,4.0,
Emp251,Sam,Permanent,Active,Level8,141891.0,Bangalore,Infotainment,Arjun Malhotra,Scala,14-05-2023,24-03-2023,1.0,Full Allocation,2.0,1.0,4.0,
Emp849,V,Permanent,Active,Level8,117501.0,Bangalore,Infotainment,Palki Oberoi,TestComplete,14-11-2023,02-08-2023,1.0,Full Allocation,1.0,3.0,5.0,
Emp974,Shenoy,Permanent,InActive,Level8,152314.0,Bangalore,Infotainment,Palki Oberoi,Quality Control,06-09-2023,25-07-2023,0.25,Partial Allocation,4.0,3.0,3.0,
Emp982,Deepubai,Permanent,Active,Level8,120792.0,Bangalore,Infotainment,Manibhai Naik,SAP Netweaver,27-08-2023,12-09-2023,1.0,Full Allocation,4.0,4.0,2.0,
