    employee_id,    first_name,    employment_status,EmployeeStatus,    level,CurrentSalary,    work_location,DepartmentBU,ManagerName,    skills,    AllocationStartDate,    AllocationEndDate,Utilization,EmployeeStatus.1,PrevPerformance1To5,CurPerformance1To6,CSR1To5,EmployeeID
Emp1138,Shanthalakshmi,Permanent,Active,Level8,158008.0,Bangalore,Digital Transformations,Satyendra Rao,Uipath;TestComplete,13-08-2023,19-04-2023,0.5,Split Allocation,5.0,1.0,4.0,
Emp1482,KALE,Permanent,Active,Level8,140428.0,Bangalore,Digital Transformations,Satyendra Rao,Angular JS,22-11-2023,24-08-2023,1.0,Full Allocation,2.0,4.0,2.0,
Emp1695,Panchananam,Permanent,Active,Level8,168230.0,Bangalore,Digital Transformations,Badal Kotak,Trace32,23-11-2023,10-02-2023,0.5,Split Allocation,4.0,5.0,3.0,
Emp1834,Akarsh,Contract,Active,Level8,142398.0,Bangalore,Digital Transformations,Satyendra Rao,Master Data Management,06-04-2023,17-01-2023,0.5,Split Allocation,3.0,5.0,3.0,
Emp1966,Baskaran,Permanent,Active,Level8,134584.0,Bangalore,Digital Transformations,Badal Kotak,PLSQL,13-04-2023,05-06-2023,0.75,Partial Allocation,4.0,3.0,2.0,
Emp2133,Kulkarni,Contract,Active,Level8,144385.0,Bangalore,Digital Transformations,Satyendra Rao,Tableau;CSS,03-09-2023,05-11-2023,0.25,Partial Allocation,4.0,5.0,5.0,
Emp2216,Senthil,Permanent,Active,Level8,142104.0,Bangalore,Digital Transformations,Satyendra Rao,MobileApp,15-10-2023,05-06-2023,0.25,Partial Allocation,1.0,2.0,2.0,
Emp608,Murugesan,Permanent,Active,Level8,168376.0,Bangalore,Digital Transformations,Badal Kotak,DBA- Relational,20-09-2023,26-02-2023,0.0,No Allocation,3.0,1.0,1.0,
Emp678,Selvaraj,Permanent,InActive,Level8,117439.0,Bangalore,Digital Transformations,Tulsi Perumal,SAP Netweaver,14-08-2023,08-10-2023,1.0,Full Allocation,4.0,1.0,5.0,
Emp775,Kurian,Permanent,Active,Level8,123760.0,Bangalore,Digital Transformations,Satyendra Rao,Uipath,09-05-2023,08-11-2023,0.25,Partial Allocation,3.0,4.0,4.0,
Emp918,wadhwani,Permanent,InActive,Level8,116589.0,Bangalore,Digital Transformations,Satyendra Rao,Embedded C++,07-09-2023,12-02-2023,0.25,Partial Allocation,3.0,5.0,5.0,
Emp933,K,Permanent,Active,Level8,139221.0,Bangalore,Digital Transformations,Satyendra Rao,SoapUI;PLSQL,28-07-2023,07-08-2023,0.0,No Allocation,5.0,4.0,1.0,
Emp948,Bhawarlal,Contract,Active,Level8,115925.0,Bangalore,Digital Transformations,Satyendra Rao,BUHead,11-07-2023,10-02-2023,0.75,Partial Allocation,5.0,4.0,4.0,
