    employee_id,    first_name,    employment_status,EmployeeStatus,    level,CurrentSalary,    work_location,DepartmentBU,ManagerName,    skills,    AllocationStartDate,    AllocationEndDate,Utilization,EmployeeStatus.1,PrevPerformance1To5,CurPerformance1To6,CSR1To5,EmployeeID
Emp1185,Parida,Permanent,Active,Level8,137886.0,Bangalore,Manufacturing,Shukla Ambani,Apache Ant,05-04-2023,18-12-2023,0.5,Split Allocation,5.0,4.0,1.0,
Emp1293,Baigoji,Permanent,Active,Level8,116636.0,Bangalore,Manufacturing,Shukla Ambani,Apache Spark,13-10-2023,19-03-2023,0.25,Partial Allocation,3.0,4.0,2.0,
Emp1460,Abhishek,Contract,InActive,Level8,174241.0,Bangalore,Manufacturing,Adag Mahindra,Web Application Platform;Kofax,03-10-2023,02-11-2023,0.25,Partial Allocation,4.0,3.0,1.0,
Emp1941,Meena,Contract,InActive,Level8,123260.0,Bangalore,Manufacturing,Aditya Godrej,Hardware Testing,19-01-2023,22-12-2023,1.0,Full Allocation,5.0,4.0,2.0,
Emp2223,Abhish,Contract,InActive,Level8,158845.0,Bangalore,Manufacturing,Aditya Godrej,Hardware Testing,28-09-2023,20-05-2023,1.0,Full Allocation,2.0,4.0,4.0,
Emp227,Upendra,Permanent,InActive,Level8,154382.0,Bangalore,Manufacturing,Aditya Godrej,Oracle SQL;MobileApp,11-09-2023,11-06-2023,1.0,Full Allocation,3.0,2.0,5.0,
Emp401,Arun,Permanent,InActive,Level8,149153.0,Bangalore,Manufacturing,Adag Mahindra,Embedded C++,13-03-2023,08-07-2023,0.75,Partial Allocation,3.0,4.0,2.0,
Emp444,Kapil,Permanent,Active,Level8,134729.0,Bangalore,Manufacturing,Shukla Ambani,MobileApp,01-09-2023,09-05-2023,1.0,Full Allocation,5.0,5.0,5.0,
Emp590,Anzaaf,Permanent,Active,Level8,126025.0,Bangalore,Manufacturing,Adag Mahindra,Finance Auditing;AndroidAppTester,15-08-2023,28-07-2023,0.5,Split Allocation,3.0,5.0,5.0,
Emp844,Premkumaraiah,Permanent,Active,Level8,125659.0,Bangalore,Manufacturing,Aditya Godrej,ProjectManager,12-07-2023,05-02-2023,1.0,Full Allocation,1.0,2.0,1.0,
Emp880,SEARLE,Permanent,Active,Level8,161153.0,Bangalore,Manufacturing,Shukla Ambani,MachineLearning,11-08-2023,26-08-2023,0.25,Partial Allocation,5.0,3.0,4.0,
