    employee_id,    first_name,    employment_status,EmployeeStatus,    level,CurrentSalary,    work_location,DepartmentBU,ManagerName,    skills,    AllocationStartDate,    AllocationEndDate,Utilization,EmployeeStatus.1,PrevPerformance1To5,CurPerformance1To6,CSR1To5,EmployeeID
Emp1008,Reena,Permanent,Active,Level5,336368.0,Bangalore,eCommerce,Sujit Kamat,TechLead,16-03-2023,26-12-2023,0.0,No Allocation,2.0,3.0,4.0,
Emp1556,Pradhani,Permanent,Active,Level5,452433.0,Bangalore,eCommerce,Sujit Kamat,ioSAppTester,07-09-2023,17-03-2023,0.0,No Allocation,4.0,4.0,1.0,
Emp1561,Chatterjee,Permanent,InActive,Level5,380468.0,Bangalore,eCommerce,Sujit Kamat,ProjectManager,17-07-2023,13-09-2023,0.5,Split Allocation,1.0,3.0,4.0,
Emp1850,Rohan,Permanent,Active,Level5,317395.0,Bangalore,eCommerce,Sujit Kamat,Software Architecture;Cassandra,20-03-2023,04-10-2023,0.0,No Allocation,5.0,5.0,4.0,
Emp1942,Bankara,Permanent,Active,Level5,408944.0,Bangalore,eCommerce,Satya Goyal ,NLP;Apache Spark,20-10-2023,23-08-2023,0.25,Partial Allocation,2.0,1.0,1.0,
Emp1967,Kariyappa,Permanent,Active,Level5,404499.0,Bangalore,eCommerce,Swaraj Paul,Business Integration Platform;NLP,06-07-2023,07-12-2023,0.0,No Allocation,2.0,3.0,3.0,
Emp2038,RoyBose,Permanent,Active,Level5,482958.0,Bangalore,eCommerce,Swaraj Paul,Deep Learning,13-05-2023,15-07-2023,0.0,No Allocation,3.0,1.0,3.0,
Emp2066,Sharma,Permanent,InActive,Level5,491876.0,Bangalore,eCommerce,Swaraj Paul,Oracle SQL,25-04-2023,25-11-2023,0.25,Partial Allocation,5.0,3.0,2.0,
Emp2112,Mamadapur,Permanent,Active,Level5,455026.0,Bangalore,eCommerce,Satya Goyal ,C++,25-08-2023,18-03-2023,0.25,Partial Allocation,1.0,1.0,2.0,
Emp2156,Krishnamurthi,Contract,Active,Level5,339258.0,Bangalore,eCommerce,Sujit Kamat,Business Integration Platform,23-04-2023,25-04-2023,0.75,Partial Allocation,2.0,3.0,1.0,
Emp223,Subhajit,Contract,InActive,Level5,264753.0,Bangalore,eCommerce,Sujit Kamat,Web Application Platform,04-03-2023,05-11-2023,0.75,Partial Allocation,2.0,3.0,2.0,
Emp465,Sarika,Permanent,Active,Level5,237065.0,Bangalore,eCommerce,Satya Goyal ,ProjectManager,03-09-2023,04-06-2023,0.0,No Allocation,3.0,5.0,4.0,
Emp508,Mahammedsuhel,Permanent,InActive,Level5,380214.0,Bangalore,eCommerce,Swaraj Paul,Apache Spark,10-10-2023,22-02-2023,1.0,Full Allocation,5.0,5.0,4.0,
Emp719,Bharsakal,Permanent,Active,Level5,445606.0,Bangalore,eCommerce,Swaraj Paul,Data Modeling,14-12-2023,16-10-2023,0.5,Split Allocation,3.0,1.0,2.0,
Emp936,Sathyanarayana,Contract,InActive,Level5,213363.0,Bangalore,eCommerce,Swaraj Paul,PLSQL,26-02-2023,28-04-2023,0.5,Split Allocation,2.0,1.0,1.0,
