    employee_id,    first_name,    employment_status,EmployeeStatus,    level,CurrentSalary,    work_location,DepartmentBU,ManagerName,    skills,    AllocationStartDate,    AllocationEndDate,Utilization,EmployeeStatus.1,PrevPerformance1To5,CurPerformance1To6,CSR1To5,EmployeeID
Emp1117,Remya,Permanent,Active,Level4,549776.0,Bangalore,Networking,Phalgun,AndroidAppTester,20-04-2023,22-10-2023,1.0,Full Allocation,3.0,5.0,2.0,
Emp1181,Bhadauriya,Permanent,Active,Level4,389645.0,Bangalore,Networking,Kushal Pal,Appium,02-05-2023,20-06-2023,0.75,Partial Allocation,1.0,3.0,1.0,
Emp1444,Ojha,Contract,Active,Level4,564186.0,Bangalore,Networking,Kushal Pal,Appium,10-09-2023,01-08-2023,0.5,Split Allocation,3.0,5.0,1.0,
Emp1475,Barboza,Permanent,Active,Level4,585646.0,Bangalore,Networking,Ravi Bilimoria,Angular JS,10-06-2023,12-06-2023,1.0,Full Allocation,3.0,5.0,2.0,
Emp1633,Kodle,Permanent,InActive,Level4,437588.0,Bangalore,Networking,Ravi Bilimoria,Trace32,04-01-2023,15-03-2023,0.0,No Allocation,1.0,1.0,3.0,
Emp1921,Sathish,Permanent,Active,Level4,538383.0,Bangalore,Networking,Ravi Bilimoria,CSS,25-08-2023,13-05-2023,0.75,Partial Allocation,2.0,3.0,3.0,
Emp2066,Sharma,Permanent,Active,Level4,221693.0,Bangalore,Networking,Kushal Pal,.Net,11-09-2023,04-09-2023,0.0,No Allocation,3.0,2.0,3.0,
Emp2189,Anand,Permanent,InActive,Level4,484783.0,Bangalore,Networking,Ravi Bilimoria,AWSDevOps;Scala,22-08-2023,02-06-2023,0.0,No Allocation,3.0,1.0,4.0,
Emp328,Indraneil,Permanent,Active,Level4,530089.0,Bangalore,Networking,Phalgun,ProjectManager;Oracle Forms,02-03-2023,01-12-2023,0.5,Split Allocation,2.0,1.0,4.0,
Emp342,Deepak,Contract,InActive,Level4,316049.0,Bangalore,Networking,Kushal Pal,MobileAppTester,27-04-2023,16-04-2023,0.0,No Allocation,1.0,2.0,4.0,
Emp386,Chirag,Contract,Active,Level4,418636.0,Bangalore,Networking,Ravi Bilimoria,MobileApp;Cassandra,20-06-2023,25-07-2023,1.0,Full Allocation,5.0,5.0,2.0,
Emp685,M,Permanent,Active,Level4,364587.0,Bangalore,Networking,Phalgun,DeliveryManager,20-08-2023,13-11-2023,1.0,Full Allocation,3.0,1.0,5.0,
Emp739,Padakannaya,Permanent,Active,Level4,560554.0,Bangalore,Networking,Kushal Pal,Hardware Testing;Microsoft Administration,10-04-2023,12-05-2023,0.0,No Allocation,1.0,3.0,1.0,
Emp960,PANDA,Permanent,Active,Level4,596390.0,Bangalore,Networking,Kushal Pal,Deep Learning;Uipath,18-08-2023,19-04-2023,1.0,Full Allocation,2.0,5.0,4.0,
