    employee_id,    first_name,    employment_status,EmployeeStatus,    level,CurrentSalary,    work_location,DepartmentBU,ManagerName,    skills,    AllocationStartDate,    AllocationEndDate,Utilization,EmployeeStatus.1,PrevPerformance1To5,CurPerformance1To6,CSR1To5,EmployeeID
Emp1066,Prakruthi,Permanent,Active,Level4,572758.0,Bangalore,Public Sector,Sant Singh,Django,01-04-2023,18-01-2023,0.75,Partial Allocation,3.0,3.0,2.0,
Emp130,Rajeev,Permanent,InActive,Level4,539820.0,Bangalore,Public Sector,Sabeer Bhatia,Tableau;Scala,24-06-2023,23-11-2023,0.75,Partial Allocation,3.0,1.0,5.0,
Emp1623,Kumarpakku,Permanent,Active,Level4,411090.0,Bangalore,Public Sector,Sant Singh,Embedded C++;SAP Netweaver,18-12-2023,06-02-2023,0.25,Partial Allocation,1.0,5.0,2.0,
Emp1739,Selvam,Permanent,Active,Level4,430994.0,Bangalore,Public Sector,Jagdeesh Jindal,AzureDevOps;MongoDB,07-08-2023,16-11-2023,0.25,Partial Allocation,2.0,2.0,2.0,
Emp1808,Zolekar,Permanent,Active,Level4,341672.0,Bangalore,Public Sector,Sant Singh,SAP HANA;Uipath,16-02-2023,16-10-2023,0.5,Split Allocation,3.0,3.0,5.0,
Emp1875,Malik,Permanent,Active,Level4,462751.0,Bangalore,Public Sector,Sant Singh,C++,06-02-2023,08-06-2023,0.5,Split Allocation,5.0,5.0,3.0,
Emp1937,SOON,Permanent,Active,Level4,365450.0,Bangalore,Public Sector,Sant Singh,AWS Programming,21-05-2023,01-04-2023,1.0,Full Allocation,5.0,2.0,4.0,
Emp1984,KUMAR,Permanent,InActive,Level4,268053.0,Bangalore,Public Sector,Jagdeesh Jindal,Web Application Platform,22-09-2023,13-06-2023,0.0,No Allocation,4.0,2.0,2.0,
Emp2023,SONARE,Permanent,Active,Level4,463660.0,Bangalore,Public Sector,Sabeer Bhatia,Oracle Forms,18-11-2023,15-04-2023,0.75,Partial Allocation,5.0,1.0,1.0,
Emp2069,Avunoori,Permanent,Active,Level4,459236.0,Bangalore,Public Sector,Sabeer Bhatia,JS,10-01-2023,30-06-2023,0.5,Split Allocation,5.0,1.0,5.0,
Emp705,Iyer,Permanent,Active,Level4,610491.0,Bangalore,Public Sector,Sabeer Bhatia,CSS,20-09-2023,20-02-2023,1.0,Full Allocation,5.0,1.0,3.0,
Emp748,Sankar,Permanent,Active,Level4,511531.0,Bangalore,Public Sector,Sabeer Bhatia,SoapUI,08-02-2023,10-10-2023,1.0,Full Allocation,4.0,2.0,2.0,
Emp868,Farooqui,Contract,InActive,Level4,304243.0,Bangalore,Public Sector,Jagdeesh Jindal,BUHead;AzureArchitect,21-11-2023,14-04-2023,0.5,Split Allocation,4.0,5.0,5.0,
