    employee_id,    first_name,    employment_status,EmployeeStatus,    level,CurrentSalary,    work_location,DepartmentBU,ManagerName,    skills,    AllocationStartDate,    AllocationEndDate,Utilization,EmployeeStatus.1,PrevPerformance1To5,CurPerformance1To6,CSR1To5,EmployeeID
Emp1167,Divyani,Permanent,Active,Level10,77487.0,Bangalore,Healthcare,Somdev,.Net,26-04-2023,10-05-2023,0.25,Partial Allocation,2.0,4.0,4.0,
Emp1169,Naseera,Permanent,Active,Level10,99234.0,Bangalore,Healthcare,Mahindra ,AWSDevelopment,23-05-2023,23-03-2023,0.5,Split Allocation,4.0,2.0,1.0,
Emp1204,Anjanaben,Contract,Active,Level10,85049.0,Bangalore,Healthcare,Mahindra ,AWSDevelopment,05-11-2023,20-11-2023,0.25,Partial Allocation,5.0,4.0,1.0,
Emp1596,Loki,Permanent,Active,Level10,84434.0,Bangalore,Healthcare,Mahindra ,Business Integration Platform,24-04-2023,07-01-2023,0.75,Partial Allocation,5.0,3.0,3.0,
Emp1626,Thote,Permanent,Active,Level10,77732.0,Bangalore,Healthcare,Prem Sindhu,Quality Control;Azure Programming,17-10-2023,04-08-2023,0.0,No Allocation,5.0,1.0,3.0,
Emp1794,Vyas,Permanent,Active,Level10,59831.0,Bangalore,Healthcare,Prem Sindhu,CSS,24-12-2023,23-01-2023,1.0,Full Allocation,5.0,3.0,2.0,
Emp2004,ARUNACHALAM,Contract,InActive,Level10,80386.0,Bangalore,Healthcare,Prem Sindhu,DeliveryManager,18-09-2023,14-04-2023,1.0,Full Allocation,4.0,5.0,3.0,
Emp2064,Bhardwaj,Permanent,Active,Level10,99561.0,Bangalore,Healthcare,Prem Sindhu,Cassandra,27-05-2023,26-10-2023,0.0,No Allocation,3.0,4.0,3.0,
Emp466,Priyanshu,Permanent,InActive,Level10,88444.0,Bangalore,Healthcare,Prem Sindhu,Django,06-07-2023,22-12-2023,0.25,Partial Allocation,5.0,1.0,3.0,
Emp944,Das,Contract,InActive,Level10,75611.0,Bangalore,Healthcare,Prem Sindhu,Trace32,19-06-2023,16-08-2023,0.5,Split Allocation,5.0,4.0,1.0,
