    employee_id,    first_name,    employment_status,EmployeeStatus,    level,CurrentSalary,    work_location,DepartmentBU,ManagerName,    skills,    AllocationStartDate,    AllocationEndDate,Utilization,EmployeeStatus.1,PrevPerformance1To5,CurPerformance1To6,CSR1To5,EmployeeID
Emp1282,PRATIBHA,Permanent,Active,Level10,84578.0,Bangalore,Embedded,Jagtiani,C++,03-01-2023,31-08-2023,0.25,Partial Allocation,1.0,3.0,2.0,
Emp1512,Dewangan,Permanent,Active,Level10,84111.0,Bangalore,Embedded,Pradeep Sindhu,PowerBI;C,22-11-2023,23-12-2023,0.25,Partial Allocation,3.0,5.0,1.0,
Emp1661,Baigapta,Permanent,Active,Level10,90104.0,Bangalore,Insurance,Shiv Shakthi,Embedded C,05-02-2023,24-08-2023,1.0,Full Allocation,1.0,5.0,3.0,
Emp1757,BHUSHAN,Permanent,Active,Level10,78595.0,Bangalore,Embedded,Naina Lal,Automation Testing;Software Architecture,07-07-2023,26-08-2023,0.75,Partial Allocation,1.0,3.0,4.0,
Emp1877,Diwate,Permanent,Active,Level10,65131.0,Bangalore,Embedded,Jagtiani,Django,13-06-2023,17-11-2023,0.0,No Allocation,4.0,1.0,3.0,
Emp261,Nilesh,Permanent,Active,Level10,83994.0,Bangalore,Embedded,Jagtiani,DeliveryManager,18-12-2023,28-09-2023,1.0,Full Allocation,5.0,3.0,5.0,
Emp332,Sachin,Permanent,InActive,Level10,96959.0,Bangalore,Emerging Technologies,ShankarBhanu,Embedded C++,16-01-2023,10-01-2023,1.0,Full Allocation,3.0,5.0,3.0,
Emp430,Vishwanath,Permanent,InActive,Level10,62101.0,Bangalore,Government,Venkat Murthy,Embedded C++,09-03-2023,23-10-2023,0.0,No Allocation,5.0,1.0,4.0,
Emp5,Palkhi  Mark,Permanent,,Level1,507294.0,Bangalore,Embedded,,SK6,03-10-2023,19-04-2023,0.5,Split Allocation,3.0,3.0,5.0,
Emp714,Goveas,Permanent,Active,Level10,83908.0,Bangalore,Energy,Rajiv Raheja,Embedded C++,05-09-2023,06-07-2023,0.0,No Allocation,2.0,4.0,1.0,
Emp773,Rajanna,Permanent,InActive,Level10,91986.0,Bangalore,Embedded,Pradeep Sindhu,AzureDevOps,27-08-2023,19-11-2023,1.0,Full Allocation,4.0,5.0,4.0,
Emp781,Rajasekharan,Permanent,Active,Level10,92874.0,Bangalore,Embedded,Naina Lal,C#,12-04-2023,16-05-2023,0.0,No Allocation,1.0,3.0,4.0,
Emp905,Jain,Contract,Active,Level10,84241.0,Bangalore,MSME,Chawla Mukharjee,Embedded C++,18-08-2023,04-03-2023,0.0,No Allocation,3.0,4.0,4.0,
Emp998,Stevina,Permanent,Active,Level10,70569.0,Bangalore,Embedded,Pradeep Sindhu,Python,30-01-2023,04-11-2023,0.0,No Allocation,5.0,1.0,3.0,
