    employee_id,    first_name,    employment_status,EmployeeStatus,    level,CurrentSalary,    work_location,DepartmentBU,ManagerName,    skills,    AllocationStartDate,    AllocationEndDate,Utilization,EmployeeStatus.1,PrevPerformance1To5,CurPerformance1To6,CSR1To5,EmployeeID
Emp1469,Shaha,Contract,Active,Level9,114969.0,Bangalore,Emerging Technologies,BhanuShankar,Office Administration,16-11-2023,18-10-2023,0.25,Partial Allocation,1.0,1.0,3.0,
Emp156,Advait,Contract,Active,Level9,112661.0,Bangalore,Communications,Gurbaksh,IOTDeveloper;Office Administration,13-10-2023,09-07-2023,0.5,Split Allocation,1.0,5.0,3.0,
Emp1580,SWAMYopadhya,Contract,Active,Level9,89120.0,Bangalore,Manufacturing,Adag Mahindra,Microsoft Administration;Appium,28-03-2023,23-06-2023,0.75,Partial Allocation,3.0,3.0,5.0,
Emp1829,Engaldurai,Permanent,Active,Level9,93177.0,Bangalore,FMCG,ShivGoenka,Scala;Microsoft Administration,06-09-2023,17-07-2023,0.5,Split Allocation,3.0,4.0,2.0,
Emp2248,Sathishkumar,Permanent,Active,Level9,84405.0,Bangalore,Life Sciences,Swaraj Mittal,Azure BI;Microsoft Administration,08-09-2023,17-12-2023,0.5,Split Allocation,4.0,1.0,2.0,
Emp2401,Mohanta,Permanent,Active,Level9,109202.0,Bangalore,Admin,KushalBendre,Office Administration,11-02-2023,28-09-2023,0.25,Partial Allocation,4.0,5.0,4.0,
Emp2407,Debasree,Permanent,InActive,Level9,122482.0,Bangalore,Admin,Masti Manav,Office Administration,03-11-2023,17-11-2023,0.75,Partial Allocation,5.0,4.0,4.0,
Emp2409,Debojit,Permanent,Active,Level9,97012.0,Bangalore,Admin,KushalMasti,Admin Head,26-02-2023,04-03-2023,0.5,Split Allocation,3.0,4.0,2.0,
Emp2413,Purohit,Permanent,InActive,Level9,94987.0,Bangalore,Admin,KushalBendre,Facilities Coordinator,24-10-2023,11-12-2023,0.0,No Allocation,1.0,3.0,1.0,
Emp2415,Dandu,Permanent,InActive,Level9,117769.0,Bangalore,Admin,Masti Manav,Facilities Coordinator,11-07-2023,07-09-2023,1.0,Full Allocation,2.0,2.0,5.0,
Emp2436,Garima,Permanent,InActive,Level9,120711.0,Bangalore,Admin,KushalMasti,Admin Head,04-07-2023,23-04-2023,0.25,Partial Allocation,3.0,3.0,1.0,
Emp260,Kishan,Permanent,Active,Level9,103209.0,Bangalore,Public Sector,Sabeer Bhatia,Office Administration,18-06-2023,11-09-2023,0.25,Partial Allocation,3.0,3.0,4.0,
Emp331,Aman,Permanent,InActive,Level9,99617.0,Bangalore,MSME,Sheetal Chawla,Office Administration,14-03-2023,31-03-2023,0.5,Split Allocation,4.0,3.0,3.0,
Emp650,Bhattacharyya,Permanent,Active,Level9,92446.0,Bangalore,FMCG,AnkitShishya,Office Administration,12-05-2023,14-09-2023,0.75,Partial Allocation,5.0,5.0,4.0,
Emp766,Pratap,Permanent,InActive,Level9,91340.0,Bangalore,Life Sciences,Vikram Pandit,Microsoft Administration;DBA- Relational,14-06-2023,16-09-2023,0.0,No Allocation,3.0,2.0,2.0,
Emp894,Jayaraman,Contract,Active,Level9,114973.0,Bangalore,Embedded,Naina Lal,Microsoft Administration;PowerBI,10-07-2023,04-12-2023,0.75,Partial Allocation,2.0,3.0,5.0,
