    employee_id,    first_name,    employment_status,EmployeeStatus,    level,CurrentSalary,    work_location,DepartmentBU,ManagerName,    skills,    AllocationStartDate,    AllocationEndDate,Utilization,EmployeeStatus.1,PrevPerformance1To5,CurPerformance1To6,CSR1To5,EmployeeID
Emp1108,Manimegalai,Permanent,Active,Level9,121079.0,Bangalore,MSME,Chawla Mukharjee,ExcelMacros,20-04-2023,23-07-2023,0.25,Partial Allocation,3.0,3.0,5.0,
Emp1438,PITLA,Permanent,InActive,Level9,122391.0,Bangalore,MSME,Sheetal Chawla,NLP,08-09-2023,26-02-2023,0.0,No Allocation,1.0,4.0,1.0,
Emp1857,Sahuqpata,Permanent,Active,Level9,117321.0,Bangalore,MSME,Shobhana Bhartia,Embedded C,24-11-2023,08-09-2023,0.25,Partial Allocation,5.0,1.0,3.0,
Emp1978,VADDINENI,Contract,Active,Level9,94251.0,Bangalore,MSME,Sheetal Chawla,C,02-03-2023,01-01-2023,1.0,Full Allocation,5.0,5.0,1.0,
Emp2050,Jayaram,Permanent,Active,Level9,91624.0,Bangalore,MSME,Sheetal Chawla,Cassandra,28-10-2023,12-03-2023,1.0,Full Allocation,5.0,3.0,3.0,
Emp2162,Kashyap,Permanent,InActive,Level9,120904.0,Bangalore,MSME,Sheetal Chawla,Java,22-06-2023,04-10-2023,0.25,Partial Allocation,5.0,3.0,3.0,
Emp2212,DILEEP,Permanent,Active,Level9,101739.0,Bangalore,MSME,Chawla Mukharjee,Django;Java,20-06-2023,27-04-2023,0.0,No Allocation,2.0,4.0,2.0,
Emp2214,Shajy,Permanent,InActive,Level9,87770.0,Bangalore,MSME,Chawla Mukharjee,AndroidAppTester,08-03-2023,19-10-2023,0.75,Partial Allocation,3.0,4.0,1.0,
Emp331,Aman,Permanent,InActive,Level9,99617.0,Bangalore,MSME,Sheetal Chawla,Office Administration,14-03-2023,31-03-2023,0.5,Split Allocation,4.0,3.0,3.0,
Emp600,Srinivasrao,Permanent,InActive,Level9,118022.0,Bangalore,MSME,Chawla Mukharjee,Data Modeling,09-03-2023,18-08-2023,0.0,No Allocation,3.0,2.0,4.0,
