    employee_id,    first_name,    employment_status,EmployeeStatus,    level,CurrentSalary,    work_location,DepartmentBU,ManagerName,    skills,    AllocationStartDate,    AllocationEndDate,Utilization,EmployeeStatus.1,PrevPerformance1To5,CurPerformance1To6,CSR1To5,EmployeeID
Emp1030,Iqtiyarmahammad,Permanent,InActive,Level9,89812.0,Bangalore,Life Sciences,Swaraj Mittal,Embedded C++,09-08-2023,19-07-2023,1.0,Full Allocation,3.0,2.0,2.0,
Emp1099,Akriti,Permanent,Active,Level9,89080.0,Bangalore,Life Sciences,Swaraj Mittal,Kofax,02-05-2023,07-06-2023,0.25,Partial Allocation,1.0,3.0,2.0,
Emp1202,Nisha,Permanent,Active,Level9,111735.0,Bangalore,Life Sciences,Vikram Pandit,Kofax,11-09-2023,23-03-2023,0.5,Split Allocation,2.0,3.0,2.0,
Emp1208,Swapna,Permanent,Active,Level9,82051.0,Bangalore,Life Sciences,Bhagyashree Rai,Hardware Testing,23-09-2023,21-10-2023,0.25,Partial Allocation,5.0,1.0,5.0,
Emp1541,Singhopadhya,Contract,Active,Level9,82567.0,Bangalore,Life Sciences,Vikram Pandit,Apache Spark,10-08-2023,18-05-2023,0.0,No Allocation,5.0,1.0,2.0,
Emp1674,Harish,Permanent,Active,Level9,90525.0,Bangalore,Life Sciences,Vikram Pandit,ProjectManager,08-06-2023,05-03-2023,0.25,Partial Allocation,2.0,1.0,4.0,
Emp1684,Arora,Permanent,Active,Level9,99157.0,Bangalore,Life Sciences,Bhagyashree Rai,Scala;Angular JS,07-08-2023,07-08-2023,0.0,No Allocation,4.0,1.0,1.0,
Emp1843,Manam,Permanent,Active,Level9,111739.0,Bangalore,Life Sciences,Bhagyashree Rai,MobileAppTester;Planisware,09-10-2023,13-10-2023,1.0,Full Allocation,4.0,3.0,5.0,
Emp1886,Brahma,Contract,Active,Level9,102231.0,Bangalore,Life Sciences,Bhagyashree Rai,TechLead,08-02-2023,14-06-2023,0.25,Partial Allocation,3.0,4.0,1.0,
Emp2066,Sharma,Permanent,Active,Level9,112887.0,Bangalore,Life Sciences,Vikram Pandit,IOTDeveloper;Embedded C++,01-05-2023,31-05-2023,0.75,Partial Allocation,2.0,2.0,5.0,
Emp2081,Vakkalagadda,Permanent,Active,Level9,87551.0,Bangalore,Life Sciences,Bhagyashree Rai,C#,09-10-2023,23-05-2023,0.0,No Allocation,2.0,4.0,5.0,
Emp2248,Sathishkumar,Permanent,Active,Level9,84405.0,Bangalore,Life Sciences,Swaraj Mittal,Azure BI;Microsoft Administration,08-09-2023,17-12-2023,0.5,Split Allocation,4.0,1.0,2.0,
Emp335,Shiva,Permanent,Active,Level9,101106.0,Bangalore,Life Sciences,Vikram Pandit,NLP,05-05-2023,18-04-2023,0.0,No Allocation,2.0,2.0,5.0,
Emp354,Jayatheertha,Permanent,Active,Level9,120577.0,Bangalore,Life Sciences,Bhagyashree Rai,Appium,28-03-2023,29-04-2023,0.0,No Allocation,5.0,3.0,3.0,
Emp372,Nachiket,Permanent,Active,Level9,92945.0,Bangalore,Life Sciences,Bhagyashree Rai,Finance Auditing,01-11-2023,07-03-2023,1.0,Full Allocation,3.0,1.0,4.0,
Emp502,Ravindra,Contract,InActive,Level9,97614.0,Bangalore,Life Sciences,Vikram Pandit,ApplicationTester,13-10-2023,14-08-2023,0.5,Split Allocation,4.0,2.0,2.0,
Emp656,Mudhol,Permanent,Active,Level9,86747.0,Bangalore,Life Sciences,Swaraj Mittal,CSS,27-04-2023,27-09-2023,1.0,Full Allocation,1.0,4.0,5.0,
Emp766,Pratap,Permanent,InActive,Level9,91340.0,Bangalore,Life Sciences,Vikram Pandit,Microsoft Administration;DBA- Relational,14-06-2023,16-09-2023,0.0,No Allocation,3.0,2.0,2.0,
