    employee_id,    first_name,    employment_status,EmployeeStatus,    level,CurrentSalary,    work_location,DepartmentBU,ManagerName,    skills,    AllocationStartDate,    AllocationEndDate,Utilization,EmployeeStatus.1,PrevPerformance1To5,CurPerformance1To6,CSR1To5,EmployeeID
Emp1150,Pooja,Permanent,InActive,Level9,86174.0,Bangalore,Banking,Nirupama Sanjeev,Azure Programming,16-11-2023,22-06-2023,0.0,No Allocation,1.0,5.0,2.0,
Emp1188,Karpe,Permanent,Active,Level9,87084.0,Bangalore,Banking,Rohan Bopanna,SAP Netweaver,24-03-2023,11-12-2023,0.25,Partial Allocation,5.0,5.0,3.0,
Emp1600,Veluru,Permanent,Active,Level9,93597.0,Bangalore,Banking,Nirupama Sanjeev,Apache Spark,06-02-2023,17-11-2023,1.0,Full Allocation,3.0,2.0,4.0,
Emp1780,Basavaraju,Permanent,Active,Level9,93830.0,Bangalore,Banking,Steffi Jones,Selenium,13-05-2023,03-04-2023,0.25,Partial Allocation,3.0,5.0,5.0,
Emp1877,Diwate,Permanent,InActive,Level9,94420.0,Bangalore,Banking,Rohan Bopanna,Planisware,12-10-2023,15-02-2023,0.0,No Allocation,2.0,3.0,1.0,
Emp1879,Dhandapani,Permanent,Active,Level9,97693.0,Bangalore,Banking,Steffi Jones,React JS;Django,19-09-2023,01-07-2023,1.0,Full Allocation,1.0,3.0,1.0,
Emp1959,Garg,Permanent,Active,Level9,92754.0,Bangalore,Banking,Rohan Bopanna,Master Data Management,08-10-2023,29-01-2023,0.0,No Allocation,1.0,5.0,5.0,
Emp2042,Balakrishna,Permanent,Active,Level9,92368.0,Bangalore,Banking,Steffi Jones,DBA - Nosql,05-11-2023,14-05-2023,1.0,Full Allocation,5.0,5.0,3.0,
Emp2168,Diwateopwh,Permanent,Active,Level9,96418.0,Bangalore,Banking,Steffi Jones,Django,17-01-2023,16-02-2023,0.75,Partial Allocation,3.0,5.0,4.0,
Emp2335,Annamalai,Permanent,InActive,Level9,105114.0,Bangalore,Banking,Rohan Bopanna,Systems Testing,25-07-2023,23-09-2023,0.5,Split Allocation,5.0,3.0,5.0,
