    employee_id,    first_name,    employment_status,EmployeeStatus,    level,CurrentSalary,    work_location,DepartmentBU,ManagerName,    skills,    AllocationStartDate,    AllocationEndDate,Utilization,EmployeeStatus.1,PrevPerformance1To5,CurPerformance1To6,CSR1To5,EmployeeID
Emp1113,Nibedita,Permanent,Active,Level9,85641.0,Bangalore,Transportation,Swrna Nadar,ProgramManager;TechLead,27-09-2023,19-09-2023,0.0,No Allocation,3.0,4.0,2.0,
Emp1126,Manjula,Permanent,Active,Level9,92960.0,Bangalore,Transportation,UdyaRavi,Planisware,07-01-2023,24-03-2023,0.5,Split Allocation,5.0,1.0,5.0,
Emp1675,Dindorkar,Contract,Active,Level9,84357.0,Bangalore,Transportation,UdyaRavi,TechLead,23-09-2023,23-10-2023,0.25,Partial Allocation,2.0,5.0,4.0,
Emp1968,Nair,Permanent,Active,Level9,90868.0,Bangalore,Transportation,UdyaRavi,Deep Learning;CSS,22-06-2023,16-02-2023,0.75,Partial Allocation,1.0,5.0,4.0,
Emp1992,Shashidhar,Permanent,Active,Level9,117007.0,Bangalore,Transportation,Swrna Nadar,Oracle Forms,02-10-2023,25-05-2023,0.25,Partial Allocation,4.0,2.0,5.0,
Emp2091,Biswas,Permanent,InActive,Level9,89447.0,Bangalore,Transportation,UdyaRavi,AWSArchitect,13-08-2023,20-06-2023,1.0,Full Allocation,1.0,4.0,3.0,
Emp2143,Nasana,Permanent,InActive,Level9,117660.0,Bangalore,Transportation,Brismit,Recruitment,26-06-2023,25-06-2023,0.75,Partial Allocation,2.0,2.0,4.0,
Emp403,Vasudevanand,Permanent,Active,Level9,105375.0,Bangalore,Transportation,Brismit,MobileAppTester,11-12-2023,19-07-2023,0.0,No Allocation,3.0,4.0,5.0,
Emp554,CHAND,Permanent,InActive,Level9,115397.0,Bangalore,Transportation,Brismit,MobileApp;JS,06-07-2023,06-09-2023,0.25,Partial Allocation,4.0,2.0,5.0,
Emp935,WEATHERLY,Permanent,Active,Level9,99061.0,Bangalore,Transportation,Swrna Nadar,PLSQL;Deep Learning,02-08-2023,06-01-2023,0.25,Partial Allocation,3.0,5.0,5.0,
