    employee_id,    first_name,    employment_status,EmployeeStatus,    level,CurrentSalary,    work_location,DepartmentBU,ManagerName,    skills,    AllocationStartDate,    AllocationEndDate,Utilization,EmployeeStatus.1,PrevPerformance1To5,CurPerformance1To6,CSR1To5,EmployeeID
Emp1033,Fousimol,Permanent,Active,Level6,187119.0,Bangalore,Embedded,Jagtiani,DBA - Nosql,29-08-2023,31-07-2023,0.75,Partial Allocation,4.0,3.0,1.0,
Emp1231,Priyanka,Contract,Active,Level6,163866.0,Bangalore,Embedded,Naina Lal,AzureDevOps,14-05-2023,24-08-2023,0.25,Partial Allocation,4.0,4.0,3.0,
Emp1388,Dogiparthi,Permanent,Active,Level6,225031.0,Bangalore,Banking,Rohan Bopanna,Embedded C++,20-04-2023,15-08-2023,0.5,Split Allocation,5.0,1.0,5.0,
Emp1635,Yugandhar,Permanent,InActive,Level6,158051.0,Bangalore,Embedded,Jagtiani,AWSDevOps,19-05-2023,10-08-2023,0.25,Partial Allocation,5.0,3.0,2.0,
Emp174,Guruprasad,Permanent,Active,Level6,352560.0,Bangalore,Embedded,Pradeep Sindhu,DBA - Nosql;ProjectManager,04-12-2023,29-06-2023,0.25,Partial Allocation,1.0,2.0,2.0,
Emp1848,Muthupandi,Permanent,Active,Level6,233363.0,Bangalore,Energy,Rajiv Raheja,Embedded C;Oracle Forms,12-10-2023,27-03-2023,0.75,Partial Allocation,4.0,5.0,5.0,
Emp1864,Bhaira,Permanent,Active,Level6,220826.0,Bangalore,Embedded,Naina Lal,Oracle Forms,19-03-2023,26-11-2023,0.5,Split Allocation,4.0,2.0,3.0,
Emp1949,Gangadhar,Permanent,Active,Level6,180662.0,Bangalore,Embedded,Naina Lal,Oracle Forms;MobileApp,09-02-2023,24-07-2023,0.75,Partial Allocation,1.0,4.0,2.0,
Emp1951,Shahaqity,Permanent,Active,Level6,279162.0,Bangalore,Networking,Kushal Pal,Embedded C++,18-05-2023,16-11-2023,0.5,Split Allocation,2.0,4.0,3.0,
Emp1967,Kariyappa,Permanent,Active,Level6,201733.0,Bangalore,Embedded,Pradeep Sindhu,BUHead,09-10-2023,29-05-2023,0.75,Partial Allocation,2.0,5.0,3.0,
Emp2070,Shrey,Contract,Active,Level6,337264.0,Bangalore,Embedded,Jagtiani,.Net,22-12-2023,08-11-2023,0.75,Partial Allocation,1.0,3.0,1.0,
Emp2103,KUMARwaopj,Contract,InActive,Level6,301547.0,Bangalore,Embedded,Naina Lal,Software Architecture,28-03-2023,15-09-2023,1.0,Full Allocation,1.0,2.0,2.0,
Emp2137,Singhitrw,Contract,Active,Level6,199425.0,Bangalore,eCommerce,Satya Goyal ,Tableau;Embedded C,11-01-2023,06-05-2023,0.0,No Allocation,3.0,1.0,3.0,
Emp236,Sushil,Permanent,Active,Level6,335631.0,Bangalore,Retail,Ramesh Krishnan,Embedded C++,12-02-2023,05-02-2023,1.0,Full Allocation,5.0,1.0,2.0,
Emp391,Abhilash,Permanent,Active,Level6,225621.0,Bangalore,Networking,Ravi Bilimoria,Embedded C++,02-01-2023,04-03-2023,0.5,Split Allocation,2.0,2.0,1.0,
Emp506,Ibrahim,Permanent,Active,Level6,202428.0,Bangalore,Embedded,Naina Lal,Quality Control,15-12-2023,21-03-2023,0.25,Partial Allocation,4.0,5.0,3.0,
Emp513,Swapnil,Permanent,InActive,Level6,275157.0,Bangalore,Embedded,Naina Lal,Web Application Platform,15-11-2023,21-01-2023,0.25,Partial Allocation,2.0,3.0,5.0,
Emp900,Kaur,Permanent,Active,Level6,273475.0,Bangalore,Embedded,Naina Lal,DBA- Relational,19-06-2023,11-06-2023,0.5,Split Allocation,4.0,5.0,3.0,
