    employee_id,    first_name,    employment_status,EmployeeStatus,    level,CurrentSalary,    work_location,DepartmentBU,ManagerName,    skills,    AllocationStartDate,    AllocationEndDate,Utilization,EmployeeStatus.1,PrevPerformance1To5,CurPerformance1To6,CSR1To5,EmployeeID
Emp1154,Manali,Permanent,Active,Level6,327649.0,Bangalore,Infotainment,Manibhai Naik,DBA- Relational;Azure BI,10-04-2023,13-07-2023,0.75,Partial Allocation,1.0,4.0,5.0,
Emp1201,Rajapriya,Permanent,Active,Level6,373419.0,Bangalore,Infotainment,Palki Oberoi,Python,12-09-2023,01-06-2023,0.25,Partial Allocation,2.0,4.0,5.0,
Emp133,Animesh,Permanent,Active,Level6,214660.0,Bangalore,Infotainment,Arjun Malhotra,Software Architecture;Azure Programming,24-01-2023,27-09-2023,0.75,Partial Allocation,4.0,1.0,4.0,
Emp1743,Singhugoturi,Permanent,InActive,Level6,340913.0,Bangalore,Infotainment,Arjun Malhotra,Finance Auditing,24-06-2023,25-08-2023,0.25,Partial Allocation,5.0,3.0,3.0,
Emp1940,Kumariaput,Permanent,Active,Level6,274840.0,Bangalore,Infotainment,Arjun Malhotra,DBA - Nosql,26-06-2023,21-07-2023,0.5,Split Allocation,2.0,4.0,5.0,
Emp2026,B,Permanent,InActive,Level6,246719.0,Bangalore,Infotainment,Manibhai Naik,AzureArchitect,29-06-2023,26-08-2023,0.5,Split Allocation,3.0,5.0,4.0,
Emp269,Phani,Permanent,Active,Level6,237614.0,Bangalore,Infotainment,Arjun Malhotra,AWS Programming,01-03-2023,21-04-2023,0.5,Split Allocation,1.0,2.0,1.0,
Emp458,Birendra,Contract,InActive,Level6,169423.0,Bangalore,Infotainment,Arjun Malhotra,Selenium,27-02-2023,02-07-2023,1.0,Full Allocation,2.0,1.0,4.0,
Emp480,RAMBABU,Permanent,Active,Level6,218766.0,Bangalore,Infotainment,Manibhai Naik,Selenium,29-08-2023,17-05-2023,0.5,Split Allocation,4.0,5.0,4.0,
Emp955,Dingankar,Permanent,InActive,Level6,373573.0,Bangalore,Infotainment,Manibhai Naik,Data Modeling,03-01-2023,22-11-2023,0.0,No Allocation,1.0,3.0,3.0,
