    employee_id,    first_name,    employment_status,EmployeeStatus,    level,CurrentSalary,    work_location,DepartmentBU,ManagerName,    skills,    AllocationStartDate,    AllocationEndDate,Utilization,EmployeeStatus.1,PrevPerformance1To5,CurPerformance1To6,CSR1To5,EmployeeID
Emp1090,Chaitra,Contract,Active,Level6,317506.0,Bangalore,FMCG,AnkitShishya,Automation Testing;SAP HANA,24-12-2023,26-03-2023,1.0,Full Allocation,3.0,5.0,2.0,
Emp1122,Shanmugapriya,Contract,Active,Level6,314420.0,Bangalore,FMCG,AnkitShishya,AWSArchitect;Selenium,05-07-2023,18-02-2023,1.0,Full Allocation,5.0,2.0,2.0,
Emp125,Sanjay,Permanent,Active,Level6,187444.0,Bangalore,FMCG,ShivGoenka,Web Application Platform;Office Administration,13-03-2023,06-06-2023,0.75,Partial Allocation,3.0,3.0,5.0,
Emp1262,Shilpa,Contract,InActive,Level6,228368.0,Bangalore,FMCG,AnkitShishya,Data Modeling,11-02-2023,03-08-2023,0.25,Partial Allocation,3.0,4.0,1.0,
Emp1859,Chandel,Permanent,Active,Level6,210676.0,Bangalore,FMCG,AnkitShishya,PowerBI,08-09-2023,04-03-2023,0.75,Partial Allocation,1.0,1.0,4.0,
Emp2003,Nayak,Permanent,InActive,Level6,285297.0,Bangalore,FMCG,BhaskarSudhama,Automation Testing,31-01-2023,10-11-2023,0.25,Partial Allocation,1.0,5.0,3.0,
Emp2077,Sriram,Permanent,Active,Level6,243014.0,Bangalore,FMCG,BhaskarSudhama,Trace32,05-06-2023,23-02-2023,1.0,Full Allocation,1.0,5.0,5.0,
Emp241,Bernd,Permanent,Active,Level6,264106.0,Bangalore,FMCG,ShivGoenka,NLP,27-09-2023,12-06-2023,0.25,Partial Allocation,2.0,5.0,1.0,
Emp482,Mohiuddin,Permanent,Active,Level6,346044.0,Bangalore,FMCG,BhaskarSudhama,.Net;Finance Auditing,22-12-2023,26-07-2023,0.75,Partial Allocation,1.0,2.0,1.0,
Emp524,Bhramara,Permanent,Active,Level6,169309.0,Bangalore,FMCG,ShivGoenka,Recruitment;JS,14-10-2023,22-08-2023,1.0,Full Allocation,3.0,1.0,5.0,
Emp653,Pabbisetty,Permanent,Active,Level6,316100.0,Bangalore,FMCG,ShivGoenka,MachineLearning;Business Integration Platform,31-10-2023,26-05-2023,0.25,Partial Allocation,4.0,5.0,5.0,
